seed,method,type,n_series,mean_mase,median_mase
2029,mDT_base,A,80,1.062236105461944,0.8837101682874282
2029,mDT_base,B,60,1.3844886842997486,1.1055553499404072
2029,mDT_base,C,40,0.9495836832332385,0.7856298263340622
2029,mDT_base,D,20,0.8563475303470883,0.7227708034476972
2029,mDT_base,ALL,200,1.1157925371560586,0.8940007762606679
2029,mDT_deriv,A,80,1.0837751459127538,0.9354263770084583
2029,mDT_deriv,B,60,1.4202232001699613,1.1352000015139305
2029,mDT_deriv,C,40,1.0031878325037946,0.7284241867335537
2029,mDT_deriv,D,20,0.856030356958683,0.7390532743592005
2029,mDT_deriv,ALL,200,1.145817620612717,0.9239784007981027
2029,mDT_seas,A,80,0.9743785169490211,0.8237502024992008
2029,mDT_seas,B,60,1.288391365770767,1.0954919544875632
2029,mDT_seas,C,40,0.9064636945177298,0.7618429666777196
2029,mDT_seas,D,20,0.8200856614845632,0.6774280356098363
2029,mDT_seas,ALL,200,1.0395701215628408,0.8542470367674895
2029,mDT_both,A,80,1.006453020058622,0.8570443718418506
2029,mDT_both,B,60,1.2172259077422933,0.9752686404877724
2029,mDT_both,C,40,1.2005733920669694,0.9699622685245171
2029,mDT_both,D,20,0.8915190253860383,0.7703653948519288
2029,mDT_both,ALL,200,1.0970155612981347,0.8962903086506502
2029,skDT,A,80,1.066983659368687,0.8725536756336036
2029,skDT,B,60,1.3981826628398608,1.1329593510205678
2029,skDT,C,40,0.9540970142261267,0.7662760835825211
2029,skDT,D,20,0.8489999677424901,0.6898763034218267
2029,skDT,ALL,200,1.1219676622189072,0.8960614196890032
2029,skRF,A,80,0.8911654145397787,0.7483576445571474
2029,skRF,B,60,1.2540917040975306,1.0168707270342585
2029,skRF,C,40,0.8288482736296481,0.6485684554939343
2029,skRF,D,20,0.7939168589569758,0.6959776955392422
2029,skRF,ALL,200,0.9778550176667977,0.7869463062693751
2029,naive,A,80,3.0572179268333546,2.55137369654625
2029,naive,B,60,3.4538997905640065,2.792393734579533
2029,naive,C,40,1.461242507555018,1.3198443244247704
2029,naive,D,20,0.8700907595241613,0.7193562853286828
2029,naive,ALL,200,2.6383146853659634,1.920650745318993
2029,snaive,A,80,0.9871074390668225,0.8054889605593987
2029,snaive,B,60,0.9782087585056372,0.8035223614277722
2029,snaive,C,40,1.2190597065626638,1.065915582476671
2029,snaive,D,20,1.081487756096191,0.9027293177448381
2029,snaive,ALL,200,1.040266320100572,0.8716386816087807
2029,ets,A,80,0.7298077745501774,0.6156373453195465
2029,ets,B,60,0.8477381166272093,0.6762999310265042
2029,ets,C,40,0.6851233625977544,0.5155447523581765
2029,ets,D,20,0.8466302361138782,0.7238665727461882
2029,ets,ALL,200,0.7679322409391726,0.6211625383534184
2029,arima,A,80,0.7308026245504977,0.6038521221550364
2029,arima,B,60,0.7316741625174396,0.6320844446641016
2029,arima,C,40,0.5821564875503361,0.43060513905822273
2029,arima,D,20,0.7902966682570142,0.6397490424511482
2029,arima,ALL,200,0.7072842629111996,0.5772260899963954
