seed,method,type,n_series,mean_mase,median_mase
2026,mDT_base,A,80,1.0649329183342595,0.8828991629962453
2026,mDT_base,B,60,1.4217926854528524,1.1304878584479259
2026,mDT_base,C,40,1.0018561424584422,0.8357717349032978
2026,mDT_base,D,20,0.7905411200930297,0.6613828804467168
2026,mDT_base,ALL,200,1.131936313470551,0.894872700459802
2026,mDT_deriv,A,80,1.0565624191145098,0.9012863365066328
2026,mDT_deriv,B,60,1.39277395464031,1.1307859598350594
2026,mDT_deriv,C,40,0.9677771694523727,0.8037452223046272
2026,mDT_deriv,D,20,0.8183884211709868,0.63275251994687
2026,mDT_deriv,ALL,200,1.11585143004547,0.9130886847274745
2026,mDT_seas,A,80,1.0577222288324895,0.8825128052733051
2026,mDT_seas,B,60,1.2989235237335026,1.0375298427426212
2026,mDT_seas,C,40,0.9138792471842122,0.777903444680888
2026,mDT_seas,D,20,0.7835663590992066,0.6129806162285638
2026,mDT_seas,ALL,200,1.0738984339998099,0.8702430091072386
2026,mDT_both,A,80,1.0038881711910423,0.8499477379533786
2026,mDT_both,B,60,1.19103006191887,0.9161723987060917
2026,mDT_both,C,40,2.9005956618795943,1.5997120816648682
2026,mDT_both,D,20,0.8191346100498832,0.6545024726022162
2026,mDT_both,ALL,200,1.4208968804329851,0.921842567338139
2026,skDT,A,80,1.0809647657543053,0.8899322085510172
2026,skDT,B,60,1.463269427857644,1.189580458246911
2026,skDT,C,40,0.9038197849851745,0.764255052353786
2026,skDT,D,20,0.7988853548225561,0.6594368052304918
2026,skDT,ALL,200,1.1320192271383058,0.8942901406283581
2026,skRF,A,80,0.8888251524895399,0.7495304171019144
2026,skRF,B,60,1.2552644922480394,1.060111084864472
2026,skRF,C,40,0.8189206874255834,0.6559605012522856
2026,skRF,D,20,0.7611033090996318,0.6638938264017623
2026,skRF,ALL,200,0.9720038770653076,0.7836544786134639
2026,naive,A,80,3.081066878350382,2.5805174526751853
2026,naive,B,60,3.443736360302813,2.7888593237449504
2026,naive,C,40,1.4250459304258147,1.2912777359803782
2026,naive,D,20,0.8544176768681975,0.699746380418355
2026,naive,ALL,200,2.6359986132029793,1.8997499880840771
2026,snaive,A,80,1.0020164102756293,0.8222005584606082
2026,snaive,B,60,0.9777067345330519,0.7968925451710343
2026,snaive,C,40,1.1633100149634443,1.038360641122976
2026,snaive,D,20,1.047818261111861,0.8639654631824636
2026,snaive,ALL,200,1.0315624135740422,0.8635372175916304
2026,ets,A,80,0.7405384798380569,0.6280445464520217
2026,ets,B,60,0.852113274469303,0.6762999310265042
2026,ets,C,40,0.6534648332837739,0.5235828089603505
2026,ets,D,20,0.8460256552062595,0.6859215569126988
2026,ets,ALL,200,0.7671449064533944,0.6260636625877374
2026,arima,A,80,0.7378008239250248,0.6182177208195963
2026,arima,B,60,0.7347134195170838,0.6398560170155294
2026,arima,C,40,0.5406390182930273,0.4247713201105786
2026,arima,D,20,0.769183927072346,0.6171171659838967
2026,arima,ALL,200,0.7005805517909751,0.5764558899702872
