seed,method,type,n_series,mean_mase,median_mase
2028,mDT_base,A,80,1.050222767449547,0.8700616842704693
2028,mDT_base,B,60,1.3287792530642037,1.07745283537786
2028,mDT_base,C,40,0.9790357565610979,0.8061681257554492
2028,mDT_base,D,20,0.7908450616375713,0.6528127428066796
2028,mDT_base,ALL,200,1.0936145403750566,0.8791264365921765
2028,mDT_deriv,A,80,1.0923290909653602,0.9012779207390409
2028,mDT_deriv,B,60,1.394374809640508,1.0999249517148861
2028,mDT_deriv,C,40,0.9616167101407935,0.7711511235377582
2028,mDT_deriv,D,20,0.7941899247125734,0.6626208086111391
2028,mDT_deriv,ALL,200,1.1269864137777124,0.9058941597999794
2028,mDT_seas,A,80,1.03302854295119,0.8822250739757027
2028,mDT_seas,B,60,1.3045271281048154,1.1030323462857468
2028,mDT_seas,C,40,1.0323739828043537,0.9112047503366907
2028,mDT_seas,D,20,0.8141271746178611,0.6893427278430087
2028,mDT_seas,ALL,200,1.0924570696345777,0.912966173303613
2028,mDT_both,A,80,0.9989602394191073,0.8213144825010786
2028,mDT_both,B,60,1.158165833799032,0.9662995152644867
2028,mDT_both,C,40,1.4448799430874761,1.1497954421675702
2028,mDT_both,D,20,0.8019554617076997,0.7072037602764891
2028,mDT_both,ALL,200,1.1162053806956178,0.8960756202689749
2028,skDT,A,80,1.068467154461261,0.8627487476797592
2028,skDT,B,60,1.3879978886528024,1.1416557138830883
2028,skDT,C,40,0.9704573033446329,0.7588284147047824
2028,skDT,D,20,0.8223024412952796,0.6836330832551107
2028,skDT,ALL,200,1.1201079331787998,0.879719900091142
2028,skRF,A,80,0.8927954341248243,0.7466733057609608
2028,skRF,B,60,1.2628912089690922,1.0339158079765662
2028,skRF,C,40,0.8340398695848024,0.6335029944322972
2028,skRF,D,20,0.7738015547724487,0.6718855493151799
2028,skRF,ALL,200,0.9801736657348628,0.7866622968867196
2028,naive,A,80,3.063181941796484,2.5583584094527563
2028,naive,B,60,3.425396099150889,2.7829468519495615
2028,naive,C,40,1.450917134364816,1.3198443244247704
2028,naive,D,20,0.8534452888929658,0.7062923771375065
2028,naive,ALL,200,2.6284195622261204,1.9085591206503931
2028,snaive,A,80,0.9937571709323887,0.8105939647565977
2028,snaive,B,60,0.9780685045275217,0.8027943799284467
2028,snaive,C,40,1.2045405890557916,1.0518019703275372
2028,snaive,D,20,1.0619480319377252,0.8788235597470722
2028,snaive,ALL,200,1.0380263407361427,0.8661190976975937
2028,ets,A,80,0.7350104211286939,0.6196720161569298
2028,ets,B,60,0.8460223754830792,0.6762999310265042
2028,ets,C,40,0.6925297357164477,0.5261732424988144
2028,ets,D,20,0.8244895937607813,0.6859215569126988
2028,ets,ALL,200,0.768765787615769,0.623440072674547
2028,arima,A,80,0.7387332977717365,0.6131617671527179
2028,arima,B,60,0.7362149048553961,0.6386110436531666
2028,arima,C,40,0.5758194095223567,0.4269070140098792
2028,arima,D,20,0.7674140920103515,0.6171171659838967
2028,arima,ALL,200,0.7082630816708199,0.5779775984609572
