seed,method,type,n_series,mean_mase,median_mase
2026,mDT_base,A,80,1.0649329183342595,0.8828991629962453
2026,mDT_base,B,60,1.4217926854528524,1.1304878584479259
2026,mDT_base,C,40,1.0018561424584422,0.8357717349032978
2026,mDT_base,D,20,0.7905411200930297,0.6613828804467168
2026,mDT_base,ALL,200,1.131936313470551,0.894872700459802
2026,mDT_deriv,A,80,1.0565624191145098,0.9012863365066328
2026,mDT_deriv,B,60,1.39277395464031,1.1307859598350594
2026,mDT_deriv,C,40,0.9677771694523727,0.8037452223046272
2026,mDT_deriv,D,20,0.8183884211709868,0.63275251994687
2026,mDT_deriv,ALL,200,1.11585143004547,0.9130886847274745
2026,mDT_seas,A,80,1.0577222288324895,0.8825128052733051
2026,mDT_seas,B,60,1.2989235237335026,1.0375298427426212
2026,mDT_seas,C,40,0.9138792471842122,0.777903444680888
2026,mDT_seas,D,20,0.7835663590992066,0.6129806162285638
2026,mDT_seas,ALL,200,1.0738984339998099,0.8702430091072386
2026,mDT_both,A,80,1.0038881711910423,0.8499477379533786
2026,mDT_both,B,60,1.19103006191887,0.9161723987060917
2026,mDT_both,C,40,2.9005956618795943,1.5997120816648682
2026,mDT_both,D,20,0.8191346100498832,0.6545024726022162
2026,mDT_both,ALL,200,1.4208968804329851,0.921842567338139
2026,skDT,A,80,1.0809647657543053,0.8899322085510172
2026,skDT,B,60,1.463269427857644,1.189580458246911
2026,skDT,C,40,0.9038197849851745,0.764255052353786
2026,skDT,D,20,0.7988853548225561,0.6594368052304918
2026,skDT,ALL,200,1.1320192271383058,0.8942901406283581
2026,skRF,A,80,0.8888251524895399,0.7495304171019144
2026,skRF,B,60,1.2552644922480394,1.060111084864472
2026,skRF,C,40,0.8189206874255834,0.6559605012522856
2026,skRF,D,20,0.7611033090996318,0.6638938264017623
2026,skRF,ALL,200,0.9720038770653076,0.7836544786134639
2026,naive,A,80,3.081066878350382,2.5805174526751853
2026,naive,B,60,3.443736360302813,2.7888593237449504
2026,naive,C,40,1.4250459304258147,1.2912777359803782
2026,naive,D,20,0.8544176768681975,0.699746380418355
2026,naive,ALL,200,2.6359986132029793,1.8997499880840771
2026,snaive,A,80,1.0020164102756293,0.8222005584606082
2026,snaive,B,60,0.9777067345330519,0.7968925451710343
2026,snaive,C,40,1.1633100149634443,1.038360641122976
2026,snaive,D,20,1.047818261111861,0.8639654631824636
2026,snaive,ALL,200,1.0315624135740422,0.8635372175916304
2026,ets,A,80,0.7405384798380569,0.6280445464520217
2026,ets,B,60,0.852113274469303,0.6762999310265042
2026,ets,C,40,0.6534648332837739,0.5235828089603505
2026,ets,D,20,0.8460256552062595,0.6859215569126988
2026,ets,ALL,200,0.7671449064533944,0.6260636625877374
2026,arima,A,80,0.7378008239250248,0.6182177208195963
2026,arima,B,60,0.7347134195170838,0.6398560170155294
2026,arima,C,40,0.5406390182930273,0.4247713201105786
2026,arima,D,20,0.769183927072346,0.6171171659838967
2026,arima,ALL,200,0.7005805517909751,0.5764558899702872
2027,mDT_base,A,80,1.0465218417691995,0.845677414758391
2027,mDT_base,B,60,1.3471691834876873,1.107445399177654
2027,mDT_base,C,40,0.9328276752678798,0.7607014764074873
2027,mDT_base,D,20,0.8423943598740106,0.680987064711236
2027,mDT_base,ALL,200,1.093564462794963,0.8630802533793287
2027,mDT_deriv,A,80,1.1102613002691337,0.9458420331806594
2027,mDT_deriv,B,60,1.4096608854284496,1.1229412541963002
2027,mDT_deriv,C,40,0.9765108918951553,0.8263462746954726
2027,mDT_deriv,D,20,0.8118113399680112,0.6527655443930496
2027,mDT_deriv,ALL,200,1.1434860981120207,0.9417725320644559
2027,mDT_seas,A,80,1.041760369575614,0.8687982918058974
2027,mDT_seas,B,60,1.3141286425659082,1.0976278541738544
2027,mDT_seas,C,40,0.892862060285704,0.7291993753850405
2027,mDT_seas,D,20,0.787543937236725,0.655472208647067
2027,mDT_seas,ALL,200,1.0682695463808314,0.86713935491706
2027,mDT_both,A,80,1.0643695992479527,0.8852539033746196
2027,mDT_both,B,60,1.1849656175602608,0.9704109939045892
2027,mDT_both,C,40,1.5477002348507987,1.1297147983989353
2027,mDT_both,D,20,0.8074308067269024,0.7028239751151749
2027,mDT_both,ALL,200,1.1715206526101094,0.921308696678188
2027,skDT,A,80,1.0630730632940129,0.862883821714322
2027,skDT,B,60,1.3498727366316459,1.0854023597293525
2027,skDT,C,40,0.9773340580698406,0.7685436878016014
2027,skDT,D,20,0.8296296893979811,0.6727142282694207
2027,skDT,ALL,200,1.108620826860865,0.8919098702704686
2027,skRF,A,80,0.893701223738233,0.7627786467374733
2027,skRF,B,60,1.2666837293986415,1.035189087227037
2027,skRF,C,40,0.8211006593415976,0.6438550537652703
2027,skRF,D,20,0.7755756173159828,0.6756200920436933
2027,skRF,ALL,200,0.9792633019148035,0.7898786706518923
2027,naive,A,80,3.0562924507728204,2.5439173748726898
2027,naive,B,60,3.4180763088283865,2.747011394817971
2027,naive,C,40,1.4348758801069326,1.303032643328295
2027,naive,D,20,0.8593188128367897,0.699746380418355
2027,naive,ALL,200,2.6208469302627098,1.8981170237565992
2027,snaive,A,80,0.9977267035980641,0.8129826148061756
2027,snaive,B,60,0.9819692726549271,0.805399053257639
2027,snaive,C,40,1.1738145244636562,1.0472854280958501
2027,snaive,D,20,1.0644660149794827,0.8851903882513137
2027,snaive,ALL,200,1.0348909696263833,0.8712139713637148
2027,ets,A,80,0.7350879274320875,0.6221884529714296
2027,ets,B,60,0.8475415495402926,0.6733799273943124
2027,ets,C,40,0.6565177019929984,0.5254432814768524
2027,ets,D,20,0.8353746489799739,0.683880768044924
2027,ets,ALL,200,0.7631386411315199,0.6221809250431124
2027,arima,A,80,0.7382944122507158,0.6139169388771711
2027,arima,B,60,0.7321369289140658,0.6366831260163038
2027,arima,C,40,0.538980318306162,0.42339911190629687
2027,arima,D,20,0.7789052372050144,0.6308373530823113
2027,arima,ALL,200,0.70064543095624,0.5764558899702872
2028,mDT_base,A,80,1.050222767449547,0.8700616842704693
2028,mDT_base,B,60,1.3287792530642037,1.07745283537786
2028,mDT_base,C,40,0.9790357565610979,0.8061681257554492
2028,mDT_base,D,20,0.7908450616375713,0.6528127428066796
2028,mDT_base,ALL,200,1.0936145403750566,0.8791264365921765
2028,mDT_deriv,A,80,1.0923290909653602,0.9012779207390409
2028,mDT_deriv,B,60,1.394374809640508,1.0999249517148861
2028,mDT_deriv,C,40,0.9616167101407935,0.7711511235377582
2028,mDT_deriv,D,20,0.7941899247125734,0.6626208086111391
2028,mDT_deriv,ALL,200,1.1269864137777124,0.9058941597999794
2028,mDT_seas,A,80,1.03302854295119,0.8822250739757027
2028,mDT_seas,B,60,1.3045271281048154,1.1030323462857468
2028,mDT_seas,C,40,1.0323739828043537,0.9112047503366907
2028,mDT_seas,D,20,0.8141271746178611,0.6893427278430087
2028,mDT_seas,ALL,200,1.0924570696345777,0.912966173303613
2028,mDT_both,A,80,0.9989602394191073,0.8213144825010786
2028,mDT_both,B,60,1.158165833799032,0.9662995152644867
2028,mDT_both,C,40,1.4448799430874761,1.1497954421675702
2028,mDT_both,D,20,0.8019554617076997,0.7072037602764891
2028,mDT_both,ALL,200,1.1162053806956178,0.8960756202689749
2028,skDT,A,80,1.068467154461261,0.8627487476797592
2028,skDT,B,60,1.3879978886528024,1.1416557138830883
2028,skDT,C,40,0.9704573033446329,0.7588284147047824
2028,skDT,D,20,0.8223024412952796,0.6836330832551107
2028,skDT,ALL,200,1.1201079331787998,0.879719900091142
2028,skRF,A,80,0.8927954341248243,0.7466733057609608
2028,skRF,B,60,1.2628912089690922,1.0339158079765662
2028,skRF,C,40,0.8340398695848024,0.6335029944322972
2028,skRF,D,20,0.7738015547724487,0.6718855493151799
2028,skRF,ALL,200,0.9801736657348628,0.7866622968867196
2028,naive,A,80,3.063181941796484,2.5583584094527563
2028,naive,B,60,3.425396099150889,2.7829468519495615
2028,naive,C,40,1.450917134364816,1.3198443244247704
2028,naive,D,20,0.8534452888929658,0.7062923771375065
2028,naive,ALL,200,2.6284195622261204,1.9085591206503931
2028,snaive,A,80,0.9937571709323887,0.8105939647565977
2028,snaive,B,60,0.9780685045275217,0.8027943799284467
2028,snaive,C,40,1.2045405890557916,1.0518019703275372
2028,snaive,D,20,1.0619480319377252,0.8788235597470722
2028,snaive,ALL,200,1.0380263407361427,0.8661190976975937
2028,ets,A,80,0.7350104211286939,0.6196720161569298
2028,ets,B,60,0.8460223754830792,0.6762999310265042
2028,ets,C,40,0.6925297357164477,0.5261732424988144
2028,ets,D,20,0.8244895937607813,0.6859215569126988
2028,ets,ALL,200,0.768765787615769,0.623440072674547
2028,arima,A,80,0.7387332977717365,0.6131617671527179
2028,arima,B,60,0.7362149048553961,0.6386110436531666
2028,arima,C,40,0.5758194095223567,0.4269070140098792
2028,arima,D,20,0.7674140920103515,0.6171171659838967
2028,arima,ALL,200,0.7082630816708199,0.5779775984609572
2029,mDT_base,A,80,1.062236105461944,0.8837101682874282
2029,mDT_base,B,60,1.3844886842997486,1.1055553499404072
2029,mDT_base,C,40,0.9495836832332385,0.7856298263340622
2029,mDT_base,D,20,0.8563475303470883,0.7227708034476972
2029,mDT_base,ALL,200,1.1157925371560586,0.8940007762606679
2029,mDT_deriv,A,80,1.0837751459127538,0.9354263770084583
2029,mDT_deriv,B,60,1.4202232001699613,1.1352000015139305
2029,mDT_deriv,C,40,1.0031878325037946,0.7284241867335537
2029,mDT_deriv,D,20,0.856030356958683,0.7390532743592005
2029,mDT_deriv,ALL,200,1.145817620612717,0.9239784007981027
2029,mDT_seas,A,80,0.9743785169490211,0.8237502024992008
2029,mDT_seas,B,60,1.288391365770767,1.0954919544875632
2029,mDT_seas,C,40,0.9064636945177298,0.7618429666777196
2029,mDT_seas,D,20,0.8200856614845632,0.6774280356098363
2029,mDT_seas,ALL,200,1.0395701215628408,0.8542470367674895
2029,mDT_both,A,80,1.006453020058622,0.8570443718418506
2029,mDT_both,B,60,1.2172259077422933,0.9752686404877724
2029,mDT_both,C,40,1.2005733920669694,0.9699622685245171
2029,mDT_both,D,20,0.8915190253860383,0.7703653948519288
2029,mDT_both,ALL,200,1.0970155612981347,0.8962903086506502
2029,skDT,A,80,1.066983659368687,0.8725536756336036
2029,skDT,B,60,1.3981826628398608,1.1329593510205678
2029,skDT,C,40,0.9540970142261267,0.7662760835825211
2029,skDT,D,20,0.8489999677424901,0.6898763034218267
2029,skDT,ALL,200,1.1219676622189072,0.8960614196890032
2029,skRF,A,80,0.8911654145397787,0.7483576445571474
2029,skRF,B,60,1.2540917040975306,1.0168707270342585
2029,skRF,C,40,0.8288482736296481,0.6485684554939343
2029,skRF,D,20,0.7939168589569758,0.6959776955392422
2029,skRF,ALL,200,0.9778550176667977,0.7869463062693751
2029,naive,A,80,3.0572179268333546,2.55137369654625
2029,naive,B,60,3.4538997905640065,2.792393734579533
2029,naive,C,40,1.461242507555018,1.3198443244247704
2029,naive,D,20,0.8700907595241613,0.7193562853286828
2029,naive,ALL,200,2.6383146853659634,1.920650745318993
2029,snaive,A,80,0.9871074390668225,0.8054889605593987
2029,snaive,B,60,0.9782087585056372,0.8035223614277722
2029,snaive,C,40,1.2190597065626638,1.065915582476671
2029,snaive,D,20,1.081487756096191,0.9027293177448381
2029,snaive,ALL,200,1.040266320100572,0.8716386816087807
2029,ets,A,80,0.7298077745501774,0.6156373453195465
2029,ets,B,60,0.8477381166272093,0.6762999310265042
2029,ets,C,40,0.6851233625977544,0.5155447523581765
2029,ets,D,20,0.8466302361138782,0.7238665727461882
2029,ets,ALL,200,0.7679322409391726,0.6211625383534184
2029,arima,A,80,0.7308026245504977,0.6038521221550364
2029,arima,B,60,0.7316741625174396,0.6320844446641016
2029,arima,C,40,0.5821564875503361,0.43060513905822273
2029,arima,D,20,0.7902966682570142,0.6397490424511482
2029,arima,ALL,200,0.7072842629111996,0.5772260899963954
2030,mDT_base,A,80,1.044170620898976,0.8914776845923096
2030,mDT_base,B,60,1.3006803031916931,1.0241790527315824
2030,mDT_base,C,40,0.9588768304448809,0.7842609887352547
2030,mDT_base,D,20,0.8262133808271772,0.6677011990828907
2030,mDT_base,ALL,200,1.0822690434887923,0.8727613174245885
